rubro,codigo,descripcion
chocolates,6452,bocadito hamlet dulce de leche
chocolates,6461,Cofler Dulce de Leche 42 g
chocolates,6471,Milka Leger Almendras 45G
chocolates,6474,Cofler Extra Brownie
chocolates,6487,Block bombon
chocolates,6509,Milka Leger Almendras 100g
chocolates,6510,Milka Leger  Combinado 100g
chocolates,6511,cofler supreme blanco 55
chocolates,6512,Cofler suprime negro 55
chocolates,6524,Milka Lila Pause Frutilla
chocolates,6532,milka lila pause nougat
chocolates,6540,Cadbury intense 50% cacao  25g
chocolates,6556,Milka Leger Combinado 45g
chocolates,6563,Shot Barra 90g
chocolates,6582,rockets por 150
chocolates,6602,Milka Oreo 100g
chocolates,6614,cofler almendras 180g
chocolates,6644,ferrero por 3
chocolates,6861,Citos de Pasas de Uva
chocolates,6862,Citos Bon o Bon
chocolates,6864,Citos de Chocolate Cofler
chocolates,6865,Cofler Dulce de Leche Blanco 42g
chocolates,6866,Oblea Cofler Block
chocolates,6867,Milka Blanco
chocolates,6872,Huevo kinder 100g
chocolates,7791381,mantecol x 400 grs
chocolates,7791384,Milka Blanco x 170
chocolates,7791403,Milka Castaña con caramelo x 70
chocolates,7791422,Conito  DAMA  dulce de leche
chocolates,7791423,Citos Aguila Menta
chocolates,7791446, Cofler Supreme leche 110g
chocolates,7791447,Snack Bonobon
chocolates,7791449,Milka Leger Almendras x 25 g
chocolates,7791454,Licoritas felfort con wisk
chocolates,7791487,chocolate selofan 50% cacao 25g
chocolates,7791494,Cofler Aireado Combinado x 55 gr
chocolates,7791512,Cofler Aireado Blanco x 55 g
chocolates,7791513,Cofler x 100 g crocante de almendras
chocolates,7791514,Cofler x 100 g Rocklets
chocolates,7791515,Cofler x 100 g aireado Combinado
chocolates,7791516,Cofler x 100 g aireado chocolate
chocolates,7791517,Cofler x 100 g aireado blanco
chocolates,7791518,Huevito mundial TOYS
chocolates,7791519,Chocolate Aguila 100g
chocolates,7791521,Cofler extra mani
chocolates,7791522,Barra Bonobon chocolate
chocolates,7791523,Milka Castañas x 30 g
chocolates,7791524,Milka Leger combinado x 25 g
chocolates,7791547,Chocolate Aireado Fel fort
chocolates,7791548,Chocolate aireado Fel Fort x 60 g
chocolates,7791551,Paraguitas Fel Fort
chocolates,7791559,Chocolates con mensajes
chocolates,7791563,Cofler Rocklets negro x 100 g
chocolates,7791568,Milka Lila GO avellana
chocolates,7791573,Chocolate TOYS mundial
chocolates,7791579,Jack Simpsons
chocolates,7791581,Chocolate Vauquita Suave
chocolates,7791589,Cofler Block 300
chocolates,7791590,Milka Lila GO! Oreo
chocolates,7791602,Vizzio Bonafide chocolate 85g
chocolates,7791608,Cofler Almendras x 300 g
chocolates,7791610,Cofler x 180 g leche
chocolates,7791612,Bon o Bon Mix
chocolates,7791645,Chocolate Milka Crispies 67g
chocolates,7791646,Lila Go Crunchy caramel
chocolates,7791653,Cofler Aireado con Almendras 55g
chocolates,7791654,Milka Leger Crispies 45g
chocolates,7791677,Cofler Aireado Leche x 100g
chocolates,7791681,Milka D de leche 135
chocolates,7791682,Milka D de leche Blanco 135
chocolates,7791694,Cofler air combinado 100g
chocolates,7791699,Chocolate rcor marmolado x 100 g
chocolates,7791708,Mini Oreo 150g
chocolates,7791755,Moneda de chocolate Fel Fort
chocolates,7891000,kit kat
chocolates,7893463,Huevo kinder Celeste 20 grs
chocolates,7893466,Milka Bloque Leche 67g
chocolates,7893518,Huevo Kinder Joy
chocolates,7893533,Milka Leger Leche 45 gr
chocolates,7893570,Chocolate Cofler Chocolinas 55gr
chocolates,7893571,Cofler Rocklets 55g
chocolates,7893759,Milka bobom oreo 19g
chocolates,7893794,Conejo Roclkets por 55g
chocolates,7893848,Milka aireado leche 25g
chocolates,7893868,Milka Dulce de Leche 67.5g
chocolates,7893875,Bon o Bon chocolate
chocolates,7893907,Milka Bunte Kakaolinsen por 100 gr
chocolates,7893909,Milka dulce de leche 67.5 grs
chocolates,7893917,Cofler Yogur Frutills 64g
chocolates,7893924,Aguila Dor Mousse
chocolates,7893928,Aguila Dor Cacao
chocolates,7893929,bon o bon clásico
chocolates,7893930,barra cofler coco 32g
chocolates,7893957,Cofler almendras 100g
chocolates,7893977,Milka dulce de leche chocolate 29g
chocolates,7894041,Cofler tres placeres 55g
chocolates,7894110,BARRA cofler mani 38g
chocolates,7894378,Conejito bon o bon
chocolates,7894388,Shot chocolate blanco 35grs
chocolates,7894389,Suchard chocolate para taza 105 grs
chocolates,7894390,Huevo bon o bon 55 grs
chocolates,7894400,Cofler Rex 55 grs
chocolates,7894401,Citos buttercitos con chocolate con leche 40 grs
chocolates,7894409,Conito NoNNA
chocolates,7894439,Bombon minicofler dulce de leche
chocolates,7894452,conito jorgito
chocolates,7894491,cofler block bombom  16g
chocolates,7894524,FRAGATA PRO+PLUS
chocolates,7894537,Oblea Smack
chocolates,7894552,Milka Almendrs enteras 155g
chocolates,7894567,Bocadito mecano
chocolates,7894573,Postre bon o bon bañado 38g
chocolates,7894581,baton blanco
chocolates,7894587,Cofler extra chocolinas 34g
chocolates,7894588,Cofler air almendras 100g
chocolates,7894589,Arcor blanco con maní 100g
chocolates,7894590,Arcor leche con maní 100g
chocolates,7894610,chocolate cofler bon o bon x 67 grs
chocolates,7894617,Milka leche 150g
chocolates,7894663,Kit Kat cappuccino
chocolates,7894673,Bon o bon aguila
chocolates,7894684,Bombon block
chocolates,7894749,huevo kinder rosa nena 20 g
chocolates,7894763,Raffaello Ferrero x3
chocolates,7894815,barra kinder x 4 50 grs
chocolates,7894822,hamlet 45g  almedras y mani
chocolates,7894938,cofler volcan de mouse 64grs
chocolates,7894949,cofler aireado tofi 70g
chocolates,7894961,Milka Leger Almendras 45g
chocolates,7894971,BARRA Cofler Chocolinas 30g
chocolates,7894976,Kit Kat Dark
chocolates,7894977,Kit Kat White
chocolates,7894983,Lila Go Caramelo 37g
chocolates,7894990,Chocolate Taza Bonafide 100g
chocolates,7895002,Lila Go Oreo 37g
chocolates,7895003,Lila Go Frutilla 36.5g
chocolates,7895052,Milka castañas 55g
chocolates,7895053,Milka blanco 55g
chocolates,7895054,Milka oreo blanco 55g
chocolates,7895067,Choc Jack Negro
chocolates,7895072,Arbanit Oblea Avellana
chocolates,7895073,Arbanit Pasta de Mani
chocolates,7895089,HAMLET 45G BICOLOR
chocolates,7895090,HAMLET 45G  BLANCO Y COKIES
chocolates,7895091,HAMLET 45G LECHE Y COKIES
chocolates,7895096,Garoto caja
chocolates,7895180,Cofler XL Chocolinas 54g
chocolates,7895186,Rockleton
chocolates,7895194,Chocolate Nestle Suflair 110g
chocolates,7895195,Chocolate Nestle duo 90g
chocolates,7895196,Chocolate Nestle 40% cacao 90g
chocolates,7895197,Chocolate Nestle Leche 100g
chocolates,7895202,CONITO LA LINQUEÑA
chocolates,7895205,Yogurt Frutilla Cofler 35g
chocolates,7895206,Cofler Mousse Avellana 35g
chocolates,7895210,Cofler Chocotitas Limon 64g
chocolates,7895218,Cofler Alfa Block 40g
chocolates,7895222,KitKat Hazelnut Castaña 41.5g
chocolates,7895238,Chocolate Nestle Diplomata 90g
chocolates,7895239,Chocolate Nestle Duo 100g
chocolates,7895240,Chocolate Nestle con mani 33gr
chocolates,7895241,Milka Triple Karamelsmaak 100g
chocolates,7895249,Trento Chocolate 30g
chocolates,7895254,Cofler Coco Leche 36g
chocolates,7895258,Trento Creme 32g
chocolates,7895267,Full Mani Georgalos
chocolates,7895276,Chocolate Arcor Celofan Mani 25g
chocolates,7895280,Trento Massimo Chocolate 30g
chocolates,7895325,Milka Choco Pause Oreo 45g
chocolates,9540473,Nestle Especialidades
chocolates,9540567,Full mani 100g
chocolates,9540572,tokke dulce de leche 10g
chocolates,9540684,chocolate NESTLE MANI  90g
chocolates,9540686,Chocolate Familiar Pailas para taza 100g
chocolates,9540687,Almendras con chocolate Pailas 80g
chocolates,9540756,Mantecol clasico 111g
chocolates,9540844,Chocolate Aguila 70% Cacao 150 grs
chocolates,9540851,Cadbury 3 sueños 82 grs
chocolates,9540858,milka leche  20g
chocolates,9540915,cofler block blanco  38g
chocolates,9540928,milka choco pause leche 45g
chocolates,9540929,milka choco pause oreo 45g
chocolates,9540961,milka leche chocolate 110g
chocolates,9540962,milka almendras chocolarte 110g
chocolates,9540963,cadbury yogur frutilla 162g
chocolates,9540964,cofler block mixto 170g
chocolates,9540967,bonafide chocmam 35g
chocolates,9541062,Arcor Milk con Sorpresa
chocolates,9541154,chocolate arcor 50% cacao 95g
chocolates,9541155,chocolate arcor leche mani 95g
chocolates,9541159,oblea bon o bon blanco arcor
chocolates,9541196,chocolate hersheys ao leite 92g
chocolates,9541197,chocolate hersheys aireado leche 85g
chocolates,9541198,chocolate hersheys cookies/creme 87g
chocolates,9541199,chocolate hersheys 40% cacau 92g
chocolates,9541410,bocadito integra mani con choco
chocolates,9541411,bocadito integra arandanos con choco
Cigarrillos,2,Cigarrillos Suelto lucky
Cigarrillos,13,Philip Morris 10
Cigarrillos,14,Lucky Strike 12
Cigarrillos,18,MARLBORO KS
Cigarrillos,19,Marlboro Box
Cigarrillos,20,Marlboro 10
Cigarrillos,21,Philip Morris KS
Cigarrillos,22,Philip Morris Box
Cigarrillos,23,Parliament Box
Cigarrillos,24,Marlboro Gold
Cigarrillos,26,Benson Box
Cigarrillos,28,Filtros slim Gizeh
Cigarrillos,29,Gold Leaf Box
Cigarrillos,30,Lucky Strike Box
Cigarrillos,31,lucky Strike 20KS
Cigarrillos,32,Camel circle box20
Cigarrillos,34, lucky Parisi Box 20
Cigarrillos,35,Parisiennes KS
Cigarrillos,37,jockey 10
Cigarrillos,38,jockey suaves 10
Cigarrillos,41,Derby Suave KS
Cigarrillos,42,Lucky Strike Convertibles 20Box
Cigarrillos,43,comel box blue
Cigarrillos,44,Adicional cigarrillos
Cigarrillos,45,Pall Mall KS
Cigarrillos,46,jockey suave ks
Cigarrillos,47,Viceroy KS
Cigarrillos,50,derby 10
Cigarrillos,143,Celulosa zeus 100% natural x50
Cigarrillos,215,suelto economico (pier / liverpool)
Cigarrillos,1008,tabaco Richmond
Cigarrillos,1556,Marlboro Touch
Cigarrillos,1571,tabaco las hojas premio sin adictivos 30g
Cigarrillos,1614,chesterfield red box
Cigarrillos,1661,OCB organico
Cigarrillos,1670,lucky strike double plus 20box
Cigarrillos,1700,Dunhill Blancos
Cigarrillos,1702,danhill negros
Cigarrillos,3550,OCB Gris
Cigarrillos,3551,ocb premium + filtros
Cigarrillos,3574,Virginia Super Slim
Cigarrillos,3647,lucky clic cool 12
Cigarrillos,3651,Philip Morris Caps Box
Cigarrillos,3697,Rothmans red 11
Cigarrillos,3704,Liverpool verde
Cigarrillos,3736,Next Box
Cigarrillos,5979,Lucky strike Convertible 12
Cigarrillos,5980,viginia s black
Cigarrillos,5998,Viceroy 11 Box
Cigarrillos,6029,Rothmans 20 ks
Cigarrillos,6057,OCB negros
Cigarrillos,6105,chester 15
Cigarrillos,6117, Viceroy convertible 20 Ks
Cigarrillos,6176,Derby 10
Cigarrillos,6204,Derby Suave 10
Cigarrillos,6223,Rothmans .......... 20ks
Cigarrillos,6300,Parisiennes 10
Cigarrillos,6340,Philip Morris Caps 10
Cigarrillos,6363,Marlboro Ice blast box 20
Cigarrillos,6372,Tabaco Lucky Galpao
Cigarrillos,6375,Tabaco Lucky original
Cigarrillos,6388,viceroy switch 11
Cigarrillos,6394,Liverpool
Cigarrillos,6406,Melbo
Cigarrillos,6507,Cigarrillos Dolchester
Cigarrillos,6637,Camel 12
Cigarrillos,6638,Lucky silver 20ks
Cigarrillos,6639,Pall Mall Suave 10
Cigarrillos,6677,Philip Morris Caps KS
Cigarrillos,6725,Marlboro ice blast 10
Cigarrillos,6787,Pall Mall 10
Cigarrillos,6794,lucky doble clic uva purple 20
Cigarrillos,6797,phillips morris boxx
Cigarrillos,6848,Tabaco Las Hojas Clasico 50g
Cigarrillos,7622300,Mini Rhodesia Terrabusi x 150 gr
Cigarrillos,7791309,rothman click 12
Cigarrillos,7791356,Cigarrillos Boxer
Cigarrillos,7791464,Philips Morris Kretek
Cigarrillos,7791465,Philips Morris Kretek chill
Cigarrillos,7791732,Achalay Tabaco
Cigarrillos,7791741,Chesterfield 10
Cigarrillos,7795171,L&M blue crafted 20ks
Cigarrillos,7893469,Particulares
Cigarrillos,7893520,H2O Naranchelo 1.5 lt
Cigarrillos,7893641,L&M liggett myers forward
Cigarrillos,7893654,Baisha
Cigarrillos,7893657,rothmans codigo viejo
Cigarrillos,7893678,43 70
Cigarrillos,7893758,Lucky Strike red mix 20
Cigarrillos,7893813,Lucky Strike doble click double plus 12box
Cigarrillos,7893828,Album Copa América USA 2016
Cigarrillos,7893829,Figuritas Copa América USA 2016
Cigarrillos,7893858,Trio Tri Choc Pepas Bañadas de Chocolates
Cigarrillos,7893899,Marlboro fusion blast 20 box
Cigarrillos,7894061,Pall Mall Mojito nights
Cigarrillos,7894098,PAPELILLOS PIER CLASICO
Cigarrillos,7894119,Barra mogul
Cigarrillos,7894124,Helado Slice limón
Cigarrillos,7894132,Budín vainilla zupay
Cigarrillos,7894133,Budín marmolado zupay
Cigarrillos,7894134,Budín chps zupay
Cigarrillos,7894135,Pan dulce Balcarce
Cigarrillos,7894138,Bc jugo sobre limonada
Cigarrillos,7894142,Arvejas 7 dias
Cigarrillos,7894144,Pleny light lemon pie
Cigarrillos,7894152,figuritas disney junior
Cigarrillos,7894153,figuritas pepa
Cigarrillos,7894161,bizcochitos crústulis clásicos
Cigarrillos,7894162,Bizcochitos crústulis cebolla
Cigarrillos,7894163,Bizcochitos Crustulis pizza
Cigarrillos,7894175,Velas dismar
Cigarrillos,7894178,Jardinera La Campagnola
Cigarrillos,7894188,Paseo Sésamo
Cigarrillos,7894197,Yogurisimo cremix frutilla
Cigarrillos,7894215,Lima  para uñas
Cigarrillos,7894220,Ser bebible frutilla 1lt
Cigarrillos,7894227,Pall Mall 20box daiquiri
Cigarrillos,7894233,lucky strike doble click wild mix  uva 12
Cigarrillos,7894244,Marlboro forest fusion 10 box
Cigarrillos,7894249,Mixx Tail caipiroska 269cm
Cigarrillos,7894250,lucky strike 12 Gin
Cigarrillos,7894259,Dr Lemon Vodka 354ml
Cigarrillos,7894270,budín con frutas dulcypas
Cigarrillos,7894291,PAPELILLOS RIZLA GRANDES
Cigarrillos,7894317,Lucky Strike exotic joy 12
Cigarrillos,7894325,Curitas por 10 unid
Cigarrillos,7894344,Rodeo
Cigarrillos,7894359,Obleas festival frutilla 100g
Cigarrillos,7894360,Obleas festival limón
Cigarrillos,7894361,Obleas Festival chocolate 100g
Cigarrillos,7894362,Obleas festival vainilla
Cigarrillos,7894365,Campeón 350g
Cigarrillos,7894367,V. guaraná energy drink 250ml
Cigarrillos,7894405,Pan Rallado 500g
Cigarrillos,7894420,Nucete puré de tomate
Cigarrillos,7894425,pehuamar papas acanaladas 150g
Cigarrillos,7894430,philips caps duo
Cigarrillos,7894431,Philips caps duo box
Cigarrillos,7894432,LyM mentolado capsulado box
Cigarrillos,7894436,Aceite Natura 900ml
Cigarrillos,7894448,Dr lemon Mojito 650ml
Cigarrillos,7894449,Arvejas De La Huerta
Cigarrillos,7894456,Campeón  bizcochos agridulces
Cigarrillos,7894457,Té de boldo taragui
Cigarrillos,7894458,Turrón body vida
Cigarrillos,7894461,Choco bar de arroz blanco
Cigarrillos,7894462,Milka leger sweet 108g
Cigarrillos,7894463,Cachafaz arroz alfajor chocolate con café
Cigarrillos,7894468,Express sin sal 108g
Cigarrillos,7894471,Filtros smoking slim
Cigarrillos,7894472,Red Piont
Cigarrillos,7894477,Shocobolas
Cigarrillos,7894479,Virginia Uno
Cigarrillos,7894493,Fantoche fun  chispas
Cigarrillos,7894495,Mate cocido unión
Cigarrillos,7894496,Milka oreo 155g
Cigarrillos,7894497,Alfajor vauquita arroz
Cigarrillos,7894499,Té de limón La Virginia
Cigarrillos,7894502,Arróz Susarelli
Cigarrillos,7894503,Choco Pause milka 45g
Cigarrillos,7894509,Lucky strike crisp green (limon) 20box
Cigarrillos,7894510,Lucky strike capsule flow filter
Cigarrillos,7894522,Chesterfield box remix purple
Cigarrillos,7894541,promo lucky y lente fisheye
Cigarrillos,7894577,Philip Morris caps music
Cigarrillos,7894591,chesterfield ks 20
Cigarrillos,7894606,Kit flow your selfie rojo
Cigarrillos,7894615,Chesterfield fresh 10
Cigarrillos,7894616,Chesterfield fresh box
Cigarrillos,7894637,vICEROY 10 Y BIC
Cigarrillos,7894660,Rothmans codigo viejo
Cigarrillos,7894668,Marlboro Summer blast
Cigarrillos,7894689,Filtros de carton zeus
Cigarrillos,7894705,L & M blue label corto
Cigarrillos,7894706,L & M blue label largos
Cigarrillos,7894753,Dunhill Master Blend negro
Cigarrillos,7894818,Parisiennes Box + Encendedor
Cigarrillos,7894833,Richmond cigarritos
Cigarrillos,7894863,Rothmans 11 Box
Cigarrillos,7894908,Lucky Strike Flow + encendedor
Cigarrillos,7894909,cigarrillos eight box 20
Cigarrillos,7894964,Tabaco Richmond 50g
Cigarrillos,7895076,CIGARRILLOS MASTER 20 KS
Cigarrillos,7895088,HAMLET 45G CHOCOLATOSO
Cigarrillos,7895112,Marlboro Mega Blast Box
Cigarrillos,7895178,Liverpool suave
Cigarrillos,7895179,CIGARRILOS PIER BOX
Cigarrillos,7895184,Tabaco Pacha Mama 30g
Cigarrillos,7895203,Lucky Click Cool 20ks
Cigarrillos,7895242,Filtros OCB Slim 120 unidades
Cigarrillos,7895247,Maquina para armar tonking size
Cigarrillos,7895248,Tabaco Stanley 30g doble vainilla
Cigarrillos,7895277,Papelillos Cliper Negro
Cigarrillos,7895278,Clipper Papelillos Marron
Cigarrillos,7895279,Clipper papelillo azul
Cigarrillos,7895308,Tabaco Las Hojas Vainilla 15g
Cigarrillos,7898280,Marlboro shuffle 20 b0x
Cigarrillos,7898317,Camel Box 20
Cigarrillos,7898328,L&M LM red crafted box
Cigarrillos,9540374,Rothmans Click Sense
Cigarrillos,9540375,Rothmans Box red 20box
Cigarrillos,9540388,Parisiens Box Lucky Strike
Cigarrillos,9540411,Pier Box Mentolado
Cigarrillos,9540459,Filtro de carton ocb virgin
Cigarrillos,9540488,Liverpool mentolado
Cigarrillos,9540491,OCB virgin
Cigarrillos,9540492,Rolling machine maquina armar
Cigarrillos,9540497,Lucky 12 fresh twist
Cigarrillos,9540508,Habano phillies clasico
Cigarrillos,9540524,Rothmans ks mentolado
Cigarrillos,9540538,Achalay Menta Tabaco
Cigarrillos,9540549,Lucky 12 Crush
Cigarrillos,9540550,Phillips Morris Tropical Caps 20 box
Cigarrillos,9540551,Combo Phillips Tropical + encendedor usb
Cigarrillos,9540563,Lucky 12 Charged
Cigarrillos,9540564,Lucky Box 20 doble clic crisp green
Cigarrillos,9540566,papelillo premier
Cigarrillos,9540569,Sativa celulosa uva
Cigarrillos,9540570,Sativa Celulosa Menta
Cigarrillos,9540584,Stanley Vainilla Tabaco
Cigarrillos,9540595,Promo marlboro vista garden fusion
Cigarrillos,9540637,Celulosa sativa club original
Cigarrillos,9540655,TABACO PIER RUBIO
Cigarrillos,9540675,tabaco achalay vainilla 40g
Cigarrillos,9540712,chesterfild coral motion 20box
Cigarrillos,9540735,Lucky box convertible 20
Cigarrillos,9540800,TABACO PIER NATURAL
Cigarrillos,9540829,tabaco red field vanilla
Cigarrillos,9540830,maquina zeus acrilico
Cigarrillos,9540930,papelillo ymoking organico
Cigarrillos,9540931,filtros slim libella
Cigarrillos,9541015,philip morris mix & match 12box
Cigarrillos,9541024,Rothmans click sunset 20ks
Cigarrillos,9541068,chesterfild remix fresh 20ks
Cigarrillos,9541084,cigarrillos pier 10box
Cigarrillos,9541085,cigarrillos pier mentolado 10box
Cigarrillos,9541272,lucky origen red 20ks
Cigarrillos,9541292,L&M blue CRAFTED 20BOX
Cigarrillos,9541425,luck origen 10 box
Cigarrillos,9541426,luck origen convertible 10 box
coca cola,895,Coca Cola 350 cc
coca cola,896,Coca Cola 500cc
coca cola,897,Coca Cola 1000 cc
coca cola,898,Coca Cola 1250cc Retornable
coca cola,899,Coca Cola 1500 cc
